_id,year,month,date,time,location,indicator,unit,value,note
618,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,NO,µg/m³,1.5006,""
619,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,NO2,µg/m³,1.3536,""
620,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,NOx,ppb,1.94,""
621,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,NH3,µg/m³,0.735,""
622,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,SO2,µg/m³,4.061,""
623,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,PM2.5,µg/m³,44.0,""
624,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,PM10,µg/m³,85.0,""
625,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,Benzene,µg/m³,8.932,""
626,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,Toluene,µg/m³,9.425,""
627,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,Xylene,µg/m³,8.5064,""
628,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,AT,°C,25.7,""
629,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,RH,%,72.1,""
630,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,WS,m/s,0.6,""
631,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,WD,°,288.0,""
632,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,SR,W/m²,16.0,""
633,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,BP,mmHg,716.0,""
634,2023,June,2023-01-06T00:00:00,04:00,IDA Pashamylaram,RF,mm,0.0,""
635,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,Toluene,ug/m3,3.79,""
636,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,Benzene,ug/m3,1.23,""
637,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,CO,mg/m3,1.28,""
638,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,ETHBENZ,ug/m3,2.81,""
639,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,MP-Xylene,ug/m3,4.6,""
640,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,SR,W/m2,2.2,""
641,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,Xylene,ug/m3,0.59,""
642,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,WS,m/s,0.33,""
643,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,RH,%,70.6,""
644,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,Temp,degreC,26.6,""
645,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,NO2,ug/m3,7.88,""
646,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,NO,ug/m3,5.6,""
647,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,NOx,ppb,13.03,""
648,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,NH3,ug/m3,10.86,""
649,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,SO2,ug/m3,5.22,""
650,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,Ozone,ug/m3,13.6,""
651,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,PM10,ug/m3,90.98,""
652,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,PM2.5,ug/m3,28.81,""
653,2023,June,2023-01-06T00:00:00,04:00,NACHARAM,WD,DEGREE,265.39,""
654,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,CO,mg/m³,1.08775,""
655,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,Ozone,µg/m³,12.74,""
656,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,NO,µg/m³,16.0392,""
657,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,NO2,µg/m³,32.0916,""
658,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,NOx,ppb,30.1,""
659,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,SO2,µg/m³,6.2094,""
660,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,PM2.5,µg/m³,51.0,""
661,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,Benzene,µg/m³,1.914,""
662,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,Toluene,µg/m³,0.1885,""
663,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,Xylene,µg/m³,0.217,""
664,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,AT,°C,22.94,""
665,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,RH,%,52.05,""
666,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,BP,mmHg,702.0,""
667,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,SR,W/m²,3.0,""
668,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,WD,°,271.0,""
669,2023,June,2023-01-06T00:00:00,04:00,Sanathnagar,WS,m/s,0.59,""
670,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,CO,mg/m³,1.31675,""
671,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,Ozone,µg/m³,16.2288,""
672,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,NO,µg/m³,2.583,""
673,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,NO2,µg/m³,24.064,""
674,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,NOx,ppb,14.91,""
675,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,NH3,µg/m³,3.535,""
676,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,SO2,µg/m³,6.288,""
677,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,PM2.5,µg/m³,78.0,""
678,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,PM10,µg/m³,134.0,""
679,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,Benzene,µg/m³,8.262099,""
680,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,Toluene,µg/m³,112.1575,""
681,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,Xylene,µg/m³,0.5208,""
682,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,AT,°C,29.9,""
683,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,RH,%,77.8,""
684,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,WS,m/s,0.3,""
685,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,WD,°,152.0,""
686,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,SR,W/m²,5.0,""
687,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,BP,mmHg,712.0,""
688,2023,June,2023-01-06T00:00:00,04:00,Zoo Park,RF,mm,0.0,""
689,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,CO,mg/m³,0.51525,""
690,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,Ozone,µg/m³,10.388,""
691,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,NO,µg/m³,17.7243,""
692,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,NO2,µg/m³,88.266,""
693,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,NOx,ppb,61.35,""
694,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,NH3,µg/m³,57.148,""
695,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,SO2,µg/m³,94.1366,""
696,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,PM2.5,µg/m³,314.0,""
697,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,PM10,µg/m³,572.0,""
698,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,Benzene,µg/m³,0.0319,""
699,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,Toluene,µg/m³,0.3393,""
700,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,Xylene,µg/m³,0.0,""
701,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,AT,°C,27.91,""
702,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,RH,%,61.7,""
703,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,WS,m/s,0.0,""
704,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,WD,°,219.0,""
705,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,SR,W/m²,14.0,""
706,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,BP,mmHg,706.0,""
707,2023,June,2023-01-06T00:00:00,05:00,Bollaram Industrial Area,RF,mm,0.0,""
708,2023,June,2023-01-06T00:00:00,05:00,Central University,CO,mg/m³,0.5954,""
709,2023,June,2023-01-06T00:00:00,05:00,Central University,Ozone,µg/m³,36.456,""
710,2023,June,2023-01-06T00:00:00,05:00,Central University,NO,µg/m³,1.3161,""
711,2023,June,2023-01-06T00:00:00,05:00,Central University,NO2,µg/m³,48.5416,""
712,2023,June,2023-01-06T00:00:00,05:00,Central University,NOx,PPB,26.89,""
713,2023,June,2023-01-06T00:00:00,05:00,Central University,NH3,µg/m³,6.944,""
714,2023,June,2023-01-06T00:00:00,05:00,Central University,SO2,µg/m³,2.9868,""
715,2023,June,2023-01-06T00:00:00,05:00,Central University,PM2.5,µg/m³,59.0,""
716,2023,June,2023-01-06T00:00:00,05:00,Central University,PM10,µg/m³,153.0,""
717,2023,June,2023-01-06T00:00:00,05:00,Central University,Benzene,µg/m³,0.6699,""
718,2023,June,2023-01-06T00:00:00,05:00,Central University,Toluene,µg/m³,0.8671,""
719,2023,June,2023-01-06T00:00:00,05:00,Central University,Xylene,µg/m³,0.0,""
720,2023,June,2023-01-06T00:00:00,05:00,Central University,AT,°C,24.4,""
721,2023,June,2023-01-06T00:00:00,05:00,Central University,RH,%,65.2,""
722,2023,June,2023-01-06T00:00:00,05:00,Central University,WS,m/s,0.3,""
723,2023,June,2023-01-06T00:00:00,05:00,Central University,WD,°,328.0,""
724,2023,June,2023-01-06T00:00:00,05:00,Central University,SR,W/m²,24.0,""
725,2023,June,2023-01-06T00:00:00,05:00,Central University,BP,mmHg,709.47,""
726,2023,June,2023-01-06T00:00:00,05:00,Central University,RF,mm,0.0,""
727,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,Toluene,ug/m3,20.76,""
728,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,Benzene,ug/m3,4.6,""
729,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,RH,%,58.16,""
730,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,Temp,degreC,27.4,""
731,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,SR,W/m2,0,""
732,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,ETHBENZ,ug/m3,1.66,""
733,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,WD,DEGREE,183.33,""
734,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,Xylene,ug/m3,2.56,""
735,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,WS,m/s,0.46,""
736,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,MP-Xylene,ug/m3,4.82,""
737,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,NO2,ug/m3,5.77,""
738,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,NOx,ppb,8,""
739,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,SO2,ug/m3,6.55,""
740,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,PM2.5,ug/m3,27.88,""
741,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,NO,ug/m3,2.46,""
742,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,CO,mg/m3,1.27,""
743,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,NH3,ug/m3,11.3,""
744,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,PM10,ug/m3,75.81,""
745,2023,June,2023-01-06T00:00:00,05:00,ECIL KAPRA,Ozone,ug/m3,2.37,""
746,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,CO,mg/m³,0.35495,""
747,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,Ozone,µg/m³,11.5052,""
748,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,NO,µg/m³,7.1832,""
749,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,NO2,µg/m³,6.58,""
750,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,NOx,ppb,9.34,""
751,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,NH3,µg/m³,3.871,""
752,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,SO2,µg/m³,17.2134,""
753,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,PM2.5,µg/m³,44.0,""
754,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,PM10,µg/m³,165.0,""
755,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,Benzene,µg/m³,0.02,""
756,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,Toluene,µg/m³,0.03,""
757,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,Xylene,µg/m³,0.04,""
758,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,AT,°C,25.77,""
759,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,RH,%,75.38,""
760,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,WS,m/s,0.27,""
761,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,WD,°,348.0,""
762,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,SR,W/m²,17.37,""
763,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,BP,mmHg,701.0,""
764,2023,June,2023-01-06T00:00:00,05:00,ICRISAT Patancheru,RF,mm,0.0,""
765,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,CO,mg/m³,0.7099,""
766,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,Ozone,µg/m³,0.5488,""
767,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,NO,µg/m³,1.8204,""
768,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,NO2,µg/m³,1.2596,""
769,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,NOx,ppb,2.15,""
770,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,NH3,µg/m³,0.784,""
771,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,SO2,µg/m³,4.8732,""
772,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,PM2.5,µg/m³,61.0,""
773,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,PM10,µg/m³,121.0,""
774,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,Benzene,µg/m³,15.4715,""
775,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,Toluene,µg/m³,34.4201,""
776,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,Xylene,µg/m³,14.756,""
777,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,AT,°C,25.5,""
778,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,RH,%,73.6,""
779,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,WS,m/s,0.7,""
780,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,WD,°,213.0,""
781,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,SR,W/m²,16.0,""
782,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,BP,mmHg,716.0,""
783,2023,June,2023-01-06T00:00:00,05:00,IDA Pashamylaram,RF,mm,0.0,""
784,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,SR,W/m2,2.2,""
785,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,NOx,ppb,12.89,""
786,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,MP-Xylene,ug/m3,4.56,""
787,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,SO2,ug/m3,5.32,""
788,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,CO,mg/m3,1.22,""
789,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,Xylene,ug/m3,0.58,""
790,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,Temp,degreC,26.49,""
791,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,RH,%,69.75,""
792,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,WS,m/s,0.32,""
793,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,WD,DEGREE,272.24,""
794,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,Ozone,ug/m3,13.7,""
795,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,NH3,ug/m3,10.78,""
796,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,Benzene,ug/m3,1.25,""
797,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,Toluene,ug/m3,3.78,""
798,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,NO,ug/m3,5.7,""
799,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,ETHBENZ,ug/m3,2.76,""
800,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,PM10,ug/m3,93.7,""
801,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,NO2,ug/m3,7.86,""
802,2023,June,2023-01-06T00:00:00,05:00,NACHARAM,PM2.5,ug/m3,28.81,""
803,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,CO,mg/m³,1.0763,""
804,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,Ozone,µg/m³,11.564,""
805,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,NO,µg/m³,14.7846,""
806,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,NO2,µg/m³,29.5724,""
807,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,NOx,ppb,27.75,""
808,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,SO2,µg/m³,5.7378,""
809,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,PM2.5,µg/m³,47.0,""
810,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,Benzene,µg/m³,0.0,""
811,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,Toluene,µg/m³,0.1885,""
812,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,Xylene,µg/m³,0.217,""
813,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,AT,°C,22.78,""
814,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,RH,%,51.74,""
815,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,BP,mmHg,702.0,""
816,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,SR,W/m²,2.0,""
817,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,WD,°,194.0,""
818,2023,June,2023-01-06T00:00:00,05:00,Sanathnagar,WS,m/s,0.69,""
819,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,CO,mg/m³,1.13355,""
820,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,Ozone,µg/m³,15.6996,""
821,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,NO,µg/m³,2.5461,""
822,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,NO2,µg/m³,20.6236,""
823,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,NOx,ppb,13.04,""
824,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,NH3,µg/m³,3.738,""
825,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,SO2,µg/m³,5.3972,""
826,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,PM2.5,µg/m³,63.0,""
827,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,PM10,µg/m³,114.0,""
828,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,Benzene,µg/m³,7.7517,""
829,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,Toluene,µg/m³,81.2812,""
830,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,Xylene,µg/m³,0.4774,""
831,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,AT,°C,29.4,""
832,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,RH,%,84.0,""
833,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,WS,m/s,0.3,""
834,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,WD,°,146.0,""
835,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,SR,W/m²,5.0,""
836,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,BP,mmHg,712.0,""
837,2023,June,2023-01-06T00:00:00,05:00,Zoo Park,RF,mm,0.0,""
838,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,CO,mg/m³,0.58395,""
839,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,Ozone,µg/m³,9.721601,""
840,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,NO,µg/m³,28.0686,""
841,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,NO2,µg/m³,89.6196,""
842,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,NOx,ppb,70.49,""
843,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,NH3,µg/m³,55.083,""
844,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,SO2,µg/m³,110.826,""
845,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,PM2.5,µg/m³,194.0,""
846,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,PM10,µg/m³,405.0,""
847,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,Benzene,µg/m³,0.0957,""
848,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,Toluene,µg/m³,0.9048,""
849,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,Xylene,µg/m³,0.0,""
850,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,AT,°C,27.6,""
851,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,RH,%,61.3,""
852,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,WS,m/s,0.1,""
853,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,WD,°,220.0,""
854,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,SR,W/m²,14.0,""
855,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,BP,mmHg,706.0,""
856,2023,June,2023-01-06T00:00:00,06:00,Bollaram Industrial Area,RF,mm,0.0,""
857,2023,June,2023-01-06T00:00:00,06:00,Central University,CO,mg/m³,0.62975,""
858,2023,June,2023-01-06T00:00:00,06:00,Central University,Ozone,µg/m³,31.556,""
859,2023,June,2023-01-06T00:00:00,06:00,Central University,NO,µg/m³,1.2915,""
860,2023,June,2023-01-06T00:00:00,06:00,Central University,NO2,µg/m³,53.9372,""
861,2023,June,2023-01-06T00:00:00,06:00,Central University,NOx,PPB,29.74,""
862,2023,June,2023-01-06T00:00:00,06:00,Central University,NH3,µg/m³,7.063,""
863,2023,June,2023-01-06T00:00:00,06:00,Central University,SO2,µg/m³,1.31,""
864,2023,June,2023-01-06T00:00:00,06:00,Central University,PM2.5,µg/m³,40.0,""
865,2023,June,2023-01-06T00:00:00,06:00,Central University,PM10,µg/m³,157.0,""
866,2023,June,2023-01-06T00:00:00,06:00,Central University,Benzene,µg/m³,0.7018,""
867,2023,June,2023-01-06T00:00:00,06:00,Central University,Toluene,µg/m³,1.1687,""
868,2023,June,2023-01-06T00:00:00,06:00,Central University,Xylene,µg/m³,0.0,""
869,2023,June,2023-01-06T00:00:00,06:00,Central University,AT,°C,24.6,""
870,2023,June,2023-01-06T00:00:00,06:00,Central University,RH,%,64.6,""
871,2023,June,2023-01-06T00:00:00,06:00,Central University,WS,m/s,0.3,""
872,2023,June,2023-01-06T00:00:00,06:00,Central University,WD,°,328.0,""
873,2023,June,2023-01-06T00:00:00,06:00,Central University,SR,W/m²,26.0,""
874,2023,June,2023-01-06T00:00:00,06:00,Central University,BP,mmHg,709.94,""
875,2023,June,2023-01-06T00:00:00,06:00,Central University,RF,mm,0.0,""
876,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,SR,W/m2,0,""
877,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,CO,mg/m3,0.91,""
878,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,Xylene,ug/m3,1.75,""
879,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,NH3,ug/m3,11.57,""
880,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,WD,DEGREE,163.19,""
881,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,NO,ug/m3,2.49,""
882,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,ETHBENZ,ug/m3,1.07,""
883,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,NO2,ug/m3,5.67,""
884,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,RH,%,52.57,""
885,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,MP-Xylene,ug/m3,3.47,""
886,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,Ozone,ug/m3,6.66,""
887,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,Toluene,ug/m3,16.69,""
888,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,PM10,ug/m3,72.41,""
889,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,SO2,ug/m3,7.89,""
890,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,WS,m/s,0.31,""
891,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,Temp,degreC,28.39,""
892,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,Benzene,ug/m3,2.95,""
893,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,PM2.5,ug/m3,31.53,""
894,2023,June,2023-01-06T00:00:00,06:00,ECIL KAPRA,NOx,ppb,7.8,""
895,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,CO,mg/m³,0.4809,""
896,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,Ozone,µg/m³,5.096,""
897,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,NO,µg/m³,7.4661,""
898,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,NO2,µg/m³,9.0992,""
899,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,NOx,ppb,10.91,""
900,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,NH3,µg/m³,4.039,""
901,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,SO2,µg/m³,16.9252,""
902,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,PM2.5,µg/m³,48.0,""
903,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,PM10,µg/m³,196.0,""
904,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,Benzene,µg/m³,0.07,""
905,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,Toluene,µg/m³,0.05,""
906,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,Xylene,µg/m³,0.13,""
907,2023,June,2023-01-06T00:00:00,06:00,ICRISAT Patancheru,AT,°C,25.89,""
